repair_id,product_id,sku,component_id,component_type,failure_date,failure_type,failure_description,repair_status,repair_cost,replacement_cost,downtime_days,warranty_claim
R0018936,P032051,LP-APPLE-NITRO-GRL-2023,KBD-APPLE-NITRO-GRL-2023,Keyboard,2024-12-14,Multiple keys malfunctioning,Multiple keys malfunctioning reported for keyboard.,Component Replaced,86.71,86.71,3,False
R0018937,P032052,LP-HP-LEGION-YUF-2024,BAT-HP-LEGION-YUF-2024,Battery,2024-04-06,Battery swelling,Battery swelling reported for battery.,Repaired,118.91,215.97,1,True
R0018938,P032053,LP-APPLE-LEGION-SDB-2020,BAT-APPLE-LEGION-SDB-2020,Battery,2024-06-22,Battery degradation,Battery degradation reported for battery.,Component Replaced,298.52,298.52,2,False
R0018939,P032054,LP-GIGABYTE-LEGION-TLB-2022,MB-GIGABYTE-LEGION-TLB-2022,Motherboard,2025-05-01,Boot failure,Boot failure reported for motherboard.,Component Replaced,289.5,289.5,5,False
R0018940,P032054,LP-GIGABYTE-LEGION-TLB-2022,SSD-GIGABYTE-LEGION-TLB-2022,SSD,2023-07-18,Drive not detected,Drive not detected reported for ssd.,Repaired,61.75,114.38,5,True
R0018941,P032055,LP-MSI-STEALTH-0U4-2024,KBD-MSI-STEALTH-0U4-2024,Keyboard,2024-12-27,Liquid damage,Liquid damage reported for keyboard.,Component Replaced,53.94,53.94,1,False
R0018942,P032056,LP-HP-CREATOR-VDW-2024,MB-HP-CREATOR-VDW-2024,Motherboard,2026-04-25,Boot failure,Boot failure reported for motherboard.,Component Replaced,471.06,471.06,5,False
R0018943,P032057,LP-DELL-SLIM-1KH-2018,SSD-DELL-SLIM-1KH-2018,SSD,2025-03-15,Drive not detected,Drive not detected reported for ssd.,Component Replaced,131.92,131.92,4,False
R0018944,P032058,LP-MSI-LEGION-WZM-2022,BAT-MSI-LEGION-WZM-2022,Battery,2025-04-22,Rapid battery drain,Rapid battery drain reported for battery.,Repaired,51.11,133.63,1,False
R0018945,P032059,LP-APPLE-SLIM-ED2-2021,MB-APPLE-SLIM-ED2-2021,Motherboard,2025-04-01,Charging circuit failure,Charging circuit failure reported for motherboard.,Component Replaced,712.96,712.96,13,False
R0018946,P032062,LP-LENOVO-BLADE-9IA-2024,MB-LENOVO-BLADE-9IA-2024,Motherboard,2025-01-29,Boot failure,Boot failure reported for motherboard.,Component Replaced,660.0,660.0,12,True
R0018947,P032063,LP-HP-AIR-UOK-2021,MB-HP-AIR-UOK-2021,Motherboard,2021-04-08,System instability,System instability reported for motherboard.,Repaired,164.58,482.73,12,True
R0018948,P032066,LP-APPLE-THINK-TRN-2021,BAT-APPLE-THINK-TRN-2021,Battery,2022-07-29,Battery swelling,Battery swelling reported for battery.,Component Replaced,173.95,173.95,2,False
R0018949,P032070,LP-GIGABYTE-ZEN-XRZ-2025,BAT-GIGABYTE-ZEN-XRZ-2025,Battery,2025-12-11,Rapid battery drain,Rapid battery drain reported for battery.,Component Replaced,103.18,103.18,2,True
R0018950,P032071,LP-ASUS-LEGION-06J-2021,MB-ASUS-LEGION-06J-2021,Motherboard,2022-08-05,Boot failure,Boot failure reported for motherboard.,Repaired,172.89,423.2,7,True
R0018951,P032071,LP-ASUS-LEGION-06J-2021,BAT-ASUS-LEGION-06J-2021,Battery,2025-02-12,Rapid battery drain,Rapid battery drain reported for battery.,Repaired,117.02,196.03,4,False
R0018952,P032072,LP-MSI-CREATOR-E2H-2023,DSP-MSI-CREATOR-E2H-2023,Display,2024-05-17,Dead pixels,Dead pixels reported for display.,Component Replaced,483.05,483.05,5,True
R0018953,P032072,LP-MSI-CREATOR-E2H-2023,RAM-MSI-CREATOR-E2H-2023,RAM,2025-10-26,Memory instability,Memory instability reported for ram.,Component Replaced,167.21,167.21,2,False
R0018954,P032073,LP-DELL-SLIM-EWY-2024,BAT-DELL-SLIM-EWY-2024,Battery,2024-05-15,Rapid battery drain,Rapid battery drain reported for battery.,Repaired,65.12,123.62,2,True
R0018955,P032074,LP-HP-NITRO-BPH-2023,BAT-HP-NITRO-BPH-2023,Battery,2025-12-24,Battery degradation,Battery degradation reported for battery.,End of Life,17.04,100.68,2,False
R0018956,P032076,LP-DELL-CREATOR-DXR-2025,MB-DELL-CREATOR-DXR-2025,Motherboard,2025-02-23,System instability,System instability reported for motherboard.,Component Replaced,428.89,428.89,11,True
R0018957,P032080,LP-SAMSUNG-THINK-5JS-2025,MB-SAMSUNG-THINK-5JS-2025,Motherboard,2025-02-24,Boot failure,Boot failure reported for motherboard.,Component Replaced,647.27,647.27,5,True
R0018958,P032080,LP-SAMSUNG-THINK-5JS-2025,BAT-SAMSUNG-THINK-5JS-2025,Battery,2025-04-26,Rapid battery drain,Rapid battery drain reported for battery.,Component Replaced,205.06,205.06,1,True
R0018959,P032082,LP-ASUS-CREATOR-UVS-2022,MB-ASUS-CREATOR-UVS-2022,Motherboard,2023-12-17,Boot failure,Boot failure reported for motherboard.,Repaired,187.04,536.54,10,True
R0018960,P032084,LP-SAMSUNG-STEALTH-CSR-2024,DSP-SAMSUNG-STEALTH-CSR-2024,Display,2024-01-12,Backlight failure,Backlight failure reported for display.,Repaired,175.39,403.08,6,True
R0018961,P032084,LP-SAMSUNG-STEALTH-CSR-2024,RAM-SAMSUNG-STEALTH-CSR-2024,RAM,2025-03-10,Memory error,Memory error reported for ram.,Repaired,101.45,185.78,2,True
R0018962,P032086,LP-SAMSUNG-ZEN-QY9-2022,MB-SAMSUNG-ZEN-QY9-2022,Motherboard,2024-05-12,Charging circuit failure,Charging circuit failure reported for motherboard.,Component Replaced,849.98,849.98,7,False
R0018963,P032088,LP-LENOVO-ZEN-AIN-2025,MB-LENOVO-ZEN-AIN-2025,Motherboard,2025-01-15,Power failure,Power failure reported for motherboard.,Component Replaced,587.77,587.77,15,True
R0018964,P032089,LP-DELL-STEALTH-889-2021,MB-DELL-STEALTH-889-2021,Motherboard,2022-03-09,System instability,System instability reported for motherboard.,Component Replaced,382.42,382.42,11,True
R0018965,P032090,LP-APPLE-CREATOR-8FA-2021,MB-APPLE-CREATOR-8FA-2021,Motherboard,2025-10-08,Charging circuit failure,Charging circuit failure reported for motherboard.,Component Replaced,768.15,768.15,11,False
R0018966,P032090,LP-APPLE-CREATOR-8FA-2021,DSP-APPLE-CREATOR-8FA-2021,Display,2022-09-26,Display failure,Display failure reported for display.,Repaired,271.62,567.01,8,True
R0018967,P032090,LP-APPLE-CREATOR-8FA-2021,SSD-APPLE-CREATOR-8FA-2021,SSD,2022-12-27,Storage failure,Storage failure reported for ssd.,End of Life,29.18,352.22,6,True
R0018968,P032095,LP-RAZER-ZEN-H3P-2021,MB-RAZER-ZEN-H3P-2021,Motherboard,2023-02-02,Power failure,Power failure reported for motherboard.,Repaired,271.98,750.05,8,False
R0018969,P032096,LP-APPLE-BLADE-6Z8-2024,MB-APPLE-BLADE-6Z8-2024,Motherboard,2026-05-07,System instability,System instability reported for motherboard.,Component Replaced,510.99,510.99,5,False
R0018970,P032096,LP-APPLE-BLADE-6Z8-2024,BAT-APPLE-BLADE-6Z8-2024,Battery,2025-07-10,Battery not charging,Battery not charging reported for battery.,Component Replaced,206.63,206.63,3,False
R0018971,P032096,LP-APPLE-BLADE-6Z8-2024,KBD-APPLE-BLADE-6Z8-2024,Keyboard,2024-09-25,Keyboard not responding,Keyboard not responding reported for keyboard.,Component Replaced,100.06,100.06,4,True
R0018972,P032099,LP-APPLE-THINK-DBC-2022,MB-APPLE-THINK-DBC-2022,Motherboard,2025-01-14,Charging circuit failure,Charging circuit failure reported for motherboard.,Component Replaced,646.61,646.61,10,False
R0018973,P032099,LP-APPLE-THINK-DBC-2022,KBD-APPLE-THINK-DBC-2022,Keyboard,2022-07-11,Keyboard not responding,Keyboard not responding reported for keyboard.,Component Replaced,104.69,104.69,5,True
R0018974,P032101,LP-ACER-CREATOR-VEJ-2023,MB-ACER-CREATOR-VEJ-2023,Motherboard,2023-10-02,Power failure,Power failure reported for motherboard.,Repaired,233.14,550.17,6,True
R0018975,P032102,LP-DELL-CREATOR-JVF-2023,DSP-DELL-CREATOR-JVF-2023,Display,2023-03-21,Screen flickering,Screen flickering reported for display.,End of Life,53.79,324.83,3,True
R0018976,P032103,LP-SAMSUNG-LEGION-RB4-2024,MB-SAMSUNG-LEGION-RB4-2024,Motherboard,2025-12-25,Power failure,Power failure reported for motherboard.,Component Replaced,329.12,329.12,10,False
R0018977,P032103,LP-SAMSUNG-LEGION-RB4-2024,DSP-SAMSUNG-LEGION-RB4-2024,Display,2024-04-01,Screen flickering,Screen flickering reported for display.,Component Replaced,269.16,269.16,8,True
R0018978,P032104,LP-GIGABYTE-AIR-7U3-2020,BAT-GIGABYTE-AIR-7U3-2020,Battery,2025-01-17,Rapid battery drain,Rapid battery drain reported for battery.,Component Replaced,135.19,135.19,2,False
R0018979,P032108,LP-MSI-NITRO-4TI-2018,MB-MSI-NITRO-4TI-2018,Motherboard,2024-12-28,Power failure,Power failure reported for motherboard.,Repaired,120.11,421.24,14,False
R0018980,P032110,LP-DELL-PRO-U83-2019,DSP-DELL-PRO-U83-2019,Display,2024-10-01,Backlight failure,Backlight failure reported for display.,Component Replaced,462.09,462.09,3,False
R0018981,P032111,LP-APPLE-STEALTH-PCJ-2025,MB-APPLE-STEALTH-PCJ-2025,Motherboard,2026-02-22,Charging circuit failure,Charging circuit failure reported for motherboard.,End of Life,56.71,581.07,6,True
R0018982,P032112,LP-HP-PRO-U2D-2021,MB-HP-PRO-U2D-2021,Motherboard,2023-03-27,Power failure,Power failure reported for motherboard.,Component Replaced,298.64,298.64,12,False
R0018983,P032113,LP-ACER-PRO-NE6-2025,RAM-ACER-PRO-NE6-2025,RAM,2025-10-29,Memory instability,Memory instability reported for ram.,Component Replaced,96.37,96.37,2,True
R0018984,P032114,LP-APPLE-SLIM-4DO-2023,MB-APPLE-SLIM-4DO-2023,Motherboard,2023-12-19,System instability,System instability reported for motherboard.,Component Replaced,510.17,510.17,11,True
R0018985,P032116,LP-MSI-CREATOR-631-2023,SSD-MSI-CREATOR-631-2023,SSD,2024-11-05,Drive not detected,Drive not detected reported for ssd.,Repaired,64.72,223.1,7,True
R0018986,P032118,LP-SAMSUNG-CREATOR-ZJO-2020,BAT-SAMSUNG-CREATOR-ZJO-2020,Battery,2026-07-15,Rapid battery drain,Rapid battery drain reported for battery.,Repaired,161.31,304.56,2,False
R0018987,P032118,LP-SAMSUNG-CREATOR-ZJO-2020,KBD-SAMSUNG-CREATOR-ZJO-2020,Keyboard,2025-07-18,Key failure,Key failure reported for keyboard.,Component Replaced,142.12,142.12,2,False
R0018988,P032119,LP-GIGABYTE-SLIM-DNX-2025,MB-GIGABYTE-SLIM-DNX-2025,Motherboard,2025-10-03,Boot failure,Boot failure reported for motherboard.,Component Replaced,409.82,409.82,9,True
R0018989,P032119,LP-GIGABYTE-SLIM-DNX-2025,BAT-GIGABYTE-SLIM-DNX-2025,Battery,2026-05-14,Rapid battery drain,Rapid battery drain reported for battery.,Component Replaced,168.34,168.34,3,True
R0018990,P032119,LP-GIGABYTE-SLIM-DNX-2025,RAM-GIGABYTE-SLIM-DNX-2025,RAM,2025-10-30,System crashes,System crashes reported for ram.,Component Replaced,158.28,158.28,1,True
R0018991,P032120,LP-APPLE-THINK-CF5-2022,MB-APPLE-THINK-CF5-2022,Motherboard,2024-04-20,Power failure,Power failure reported for motherboard.,Component Replaced,690.34,690.34,15,True
R0018992,P032121,LP-HP-CREATOR-EDY-2021,MB-HP-CREATOR-EDY-2021,Motherboard,2022-11-13,Charging circuit failure,Charging circuit failure reported for motherboard.,Repaired,101.11,385.78,12,True
R0018993,P032122,LP-MSI-ZEN-40T-2021,KBD-MSI-ZEN-40T-2021,Keyboard,2026-03-25,Multiple keys malfunctioning,Multiple keys malfunctioning reported for keyboard.,Component Replaced,121.02,121.02,5,False
R0018994,P032124,LP-DELL-BLADE-JE4-2023,KBD-DELL-BLADE-JE4-2023,Keyboard,2025-09-26,Keyboard not responding,Keyboard not responding reported for keyboard.,Component Replaced,97.61,97.61,2,False
R0018995,P032126,LP-DELL-ZEN-M9S-2025,MB-DELL-ZEN-M9S-2025,Motherboard,2025-09-23,Boot failure,Boot failure reported for motherboard.,Component Replaced,502.03,502.03,9,True
R0018996,P032126,LP-DELL-ZEN-M9S-2025,BAT-DELL-ZEN-M9S-2025,Battery,2025-03-14,Battery not charging,Battery not charging reported for battery.,Component Replaced,200.16,200.16,2,True
R0018997,P032134,LP-HP-STEALTH-YB1-2024,BAT-HP-STEALTH-YB1-2024,Battery,2026-07-01,Battery degradation,Battery degradation reported for battery.,End of Life,21.33,138.9,1,True
R0018998,P032136,LP-ACER-AIR-U7Y-2021,KBD-ACER-AIR-U7Y-2021,Keyboard,2024-05-23,Multiple keys malfunctioning,Multiple keys malfunctioning reported for keyboard.,End of Life,14.29,75.5,1,False
R0018999,P032139,LP-MSI-SLIM-6MW-2022,MB-MSI-SLIM-6MW-2022,Motherboard,2023-06-08,Boot failure,Boot failure reported for motherboard.,Component Replaced,444.5,444.5,13,True
R0019000,P032140,LP-APPLE-CREATOR-WD3-2020,DSP-APPLE-CREATOR-WD3-2020,Display,2025-11-01,Dead pixels,Dead pixels reported for display.,Component Replaced,527.13,527.13,4,False
R0019001,P032143,LP-DELL-BLADE-5KP-2024,RAM-DELL-BLADE-5KP-2024,RAM,2024-03-26,RAM module failure,RAM module failure reported for ram.,End of Life,29.15,170.07,3,True
R0019002,P032144,LP-LENOVO-SLIM-B86-2023,DSP-LENOVO-SLIM-B86-2023,Display,2024-04-22,Display failure,Display failure reported for display.,Component Replaced,271.87,271.87,7,False
R0019003,P032145,LP-MSI-AIR-7C8-2025,BAT-MSI-AIR-7C8-2025,Battery,2026-01-11,Battery not charging,Battery not charging reported for battery.,Component Replaced,195.79,195.79,1,True
R0019004,P032146,LP-APPLE-STEALTH-69K-2025,SSD-APPLE-STEALTH-69K-2025,SSD,2025-03-10,Storage failure,Storage failure reported for ssd.,Component Replaced,285.84,285.84,4,True
R0019005,P032147,LP-GIGABYTE-CREATOR-0SJ-2024,BAT-GIGABYTE-CREATOR-0SJ-2024,Battery,2025-10-02,Battery not charging,Battery not charging reported for battery.,Component Replaced,302.36,302.36,1,True
R0019006,P032155,LP-ASUS-PRO-APN-2020,MB-ASUS-PRO-APN-2020,Motherboard,2026-03-12,Power failure,Power failure reported for motherboard.,Component Replaced,568.87,568.87,10,False
R0019007,P032156,LP-LENOVO-SLIM-ECH-2023,SSD-LENOVO-SLIM-ECH-2023,SSD,2025-04-27,Performance degradation,Performance degradation reported for ssd.,Repaired,54.58,212.28,3,False
R0019008,P032158,LP-ASUS-THINK-XEL-2023,KBD-ASUS-THINK-XEL-2023,Keyboard,2024-01-19,Keyboard not responding,Keyboard not responding reported for keyboard.,Component Replaced,93.72,93.72,4,True
R0019009,P032160,LP-HP-ZEN-6PB-2024,MB-HP-ZEN-6PB-2024,Motherboard,2024-11-06,Power failure,Power failure reported for motherboard.,Component Replaced,353.17,353.17,15,True
R0019010,P032163,LP-ASUS-AIR-OAF-2024,BAT-ASUS-AIR-OAF-2024,Battery,2025-03-15,Battery degradation,Battery degradation reported for battery.,Component Replaced,169.11,169.11,4,False
R0019011,P032168,LP-ASUS-SLIM-Z8I-2025,MB-ASUS-SLIM-Z8I-2025,Motherboard,2025-09-22,Charging circuit failure,Charging circuit failure reported for motherboard.,Repaired,107.22,306.89,7,True
R0019012,P032170,LP-DELL-THINK-IWB-2019,BAT-DELL-THINK-IWB-2019,Battery,2020-07-31,Battery degradation,Battery degradation reported for battery.,Repaired,84.84,154.88,2,False
R0019013,P032173,LP-MSI-BLADE-J31-2018,BAT-MSI-BLADE-J31-2018,Battery,2021-01-07,Battery degradation,Battery degradation reported for battery.,Component Replaced,191.61,191.61,3,False
R0019014,P032173,LP-MSI-BLADE-J31-2018,RAM-MSI-BLADE-J31-2018,RAM,2026-05-25,Memory error,Memory error reported for ram.,Component Replaced,173.59,173.59,1,False
R0019015,P032175,LP-LENOVO-PRO-F71-2023,MB-LENOVO-PRO-F71-2023,Motherboard,2025-06-15,Power failure,Power failure reported for motherboard.,Repaired,210.88,409.81,14,False
R0019016,P032179,LP-HP-AIR-SNW-2025,MB-HP-AIR-SNW-2025,Motherboard,2026-01-04,Power failure,Power failure reported for motherboard.,Repaired,125.59,278.23,7,False
R0019017,P032183,LP-ACER-NITRO-6A4-2023,BAT-ACER-NITRO-6A4-2023,Battery,2025-01-25,Rapid battery drain,Rapid battery drain reported for battery.,Component Replaced,165.82,165.82,4,False
R0019018,P032184,LP-DELL-NITRO-NDE-2023,MB-DELL-NITRO-NDE-2023,Motherboard,2024-05-17,System instability,System instability reported for motherboard.,Component Replaced,622.72,622.72,7,False
R0019019,P032186,LP-MSI-PRO-HBH-2020,BAT-MSI-PRO-HBH-2020,Battery,2020-11-12,Battery degradation,Battery degradation reported for battery.,Component Replaced,224.09,224.09,2,True
R0019020,P032188,LP-APPLE-STEALTH-PG6-2024,MB-APPLE-STEALTH-PG6-2024,Motherboard,2025-06-16,Power failure,Power failure reported for motherboard.,Component Replaced,633.98,633.98,12,False
R0019021,P032189,LP-GIGABYTE-CREATOR-404-2024,BAT-GIGABYTE-CREATOR-404-2024,Battery,2026-01-20,Battery swelling,Battery swelling reported for battery.,Component Replaced,277.78,277.78,4,False
R0019022,P032190,LP-ACER-CREATOR-PDC-2025,BAT-ACER-CREATOR-PDC-2025,Battery,2025-10-21,Rapid battery drain,Rapid battery drain reported for battery.,Repaired,63.77,107.2,4,True
R0019023,P032194,LP-LENOVO-BLADE-V1I-2024,MB-LENOVO-BLADE-V1I-2024,Motherboard,2026-04-30,System instability,System instability reported for motherboard.,Component Replaced,753.92,753.92,12,True
R0019024,P032194,LP-LENOVO-BLADE-V1I-2024,KBD-LENOVO-BLADE-V1I-2024,Keyboard,2024-11-21,Keyboard not responding,Keyboard not responding reported for keyboard.,Component Replaced,168.91,168.91,4,True
R0019025,P032198,LP-HP-THINK-R22-2021,BAT-HP-THINK-R22-2021,Battery,2024-12-19,Battery swelling,Battery swelling reported for battery.,Component Replaced,153.84,153.84,1,False
R0019026,P032198,LP-HP-THINK-R22-2021,KBD-HP-THINK-R22-2021,Keyboard,2021-02-04,Key failure,Key failure reported for keyboard.,Component Replaced,71.84,71.84,2,True
R0019027,P032201,LP-LENOVO-BLADE-Q2J-2020,BAT-LENOVO-BLADE-Q2J-2020,Battery,2021-08-21,Battery not charging,Battery not charging reported for battery.,Component Replaced,134.75,134.75,2,False
R0019028,P032206,LP-ACER-CREATOR-G5I-2025,MB-ACER-CREATOR-G5I-2025,Motherboard,2025-06-21,Charging circuit failure,Charging circuit failure reported for motherboard.,Component Replaced,604.94,604.94,12,True
R0019029,P032207,LP-MSI-LEGION-90M-2024,MB-MSI-LEGION-90M-2024,Motherboard,2024-07-25,Boot failure,Boot failure reported for motherboard.,Component Replaced,737.85,737.85,12,True
R0019030,P032207,LP-MSI-LEGION-90M-2024,BAT-MSI-LEGION-90M-2024,Battery,2024-12-30,Battery swelling,Battery swelling reported for battery.,Component Replaced,241.91,241.91,1,False
R0019031,P032207,LP-MSI-LEGION-90M-2024,SSD-MSI-LEGION-90M-2024,SSD,2024-10-24,Drive not detected,Drive not detected reported for ssd.,Component Replaced,332.88,332.88,6,True
R0019032,P032211,LP-ACER-NITRO-2RV-2020,MB-ACER-NITRO-2RV-2020,Motherboard,2026-02-26,Boot failure,Boot failure reported for motherboard.,Component Replaced,361.23,361.23,15,False
R0019033,P032212,LP-APPLE-STEALTH-YN2-2022,MB-APPLE-STEALTH-YN2-2022,Motherboard,2024-08-02,Boot failure,Boot failure reported for motherboard.,Component Replaced,337.66,337.66,14,False
R0019034,P032213,LP-ASUS-ZEN-SJQ-2023,MB-ASUS-ZEN-SJQ-2023,Motherboard,2024-10-27,Charging circuit failure,Charging circuit failure reported for motherboard.,Repaired,285.54,583.77,6,True
R0019035,P032213,LP-ASUS-ZEN-SJQ-2023,RAM-ASUS-ZEN-SJQ-2023,RAM,2024-08-18,Memory instability,Memory instability reported for ram.,Component Replaced,221.67,221.67,2,True
R0019036,P032214,LP-DELL-ZEN-IAZ-2025,SSD-DELL-ZEN-IAZ-2025,SSD,2025-07-31,Storage failure,Storage failure reported for ssd.,Component Replaced,154.53,154.53,7,True
R0019037,P032221,LP-DELL-ZEN-FV2-2022,MB-DELL-ZEN-FV2-2022,Motherboard,2023-09-20,System instability,System instability reported for motherboard.,Component Replaced,501.81,501.81,12,False
R0019038,P032221,LP-DELL-ZEN-FV2-2022,DSP-DELL-ZEN-FV2-2022,Display,2024-12-07,Screen flickering,Screen flickering reported for display.,Repaired,144.38,453.83,9,False
R0019039,P032222,LP-APPLE-BLADE-4ZK-2022,DSP-APPLE-BLADE-4ZK-2022,Display,2024-09-19,Dead pixels,Dead pixels reported for display.,Component Replaced,464.08,464.08,5,False
R0019040,P032222,LP-APPLE-BLADE-4ZK-2022,KBD-APPLE-BLADE-4ZK-2022,Keyboard,2022-09-05,Liquid damage,Liquid damage reported for keyboard.,Repaired,23.79,88.23,2,True
R0019041,P032223,LP-DELL-AIR-ONX-2019,MB-DELL-AIR-ONX-2019,Motherboard,2022-09-01,Boot failure,Boot failure reported for motherboard.,Component Replaced,622.19,622.19,10,False
R0019042,P032224,LP-ACER-CREATOR-7PH-2024,MB-ACER-CREATOR-7PH-2024,Motherboard,2024-09-27,Power failure,Power failure reported for motherboard.,Repaired,131.92,395.74,13,True
R0019043,P032224,LP-ACER-CREATOR-7PH-2024,KBD-ACER-CREATOR-7PH-2024,Keyboard,2025-04-23,Keyboard not responding,Keyboard not responding reported for keyboard.,Component Replaced,72.37,72.37,2,True
